doc_id,relative_filename,byte_size,sha256,source_role
41381_2421401696_0897-02348,41381_2421401696_0897-02348.jpg,1267620,5012edef3be85e4b8884508ffd2f0ef554f22ce81e8af165c7315c35eb3f73d9,source_document_jpeg
41381_2421401696_0898-01388,41381_2421401696_0898-01388.jpg,1019774,73842a3d18e13fc6eb72be10fa570e6e8ed237449b0fcdebe517f6dc3af5f4ce,source_document_jpeg
41381_2421401696_0898-01533,41381_2421401696_0898-01533.jpg,1223578,bf91866824d336ef59220ad655bc32cd88ea98f821d35e44e26e76dd53900d05,source_document_jpeg
41381_2421401696_0898-01546,41381_2421401696_0898-01546.jpg,1149659,f1d225fec9b0979c6f206ea2102086afe10f3d1d103a67f69ccad7fbe3b8cf77,source_document_jpeg
41381_2421401696_0899-02253,41381_2421401696_0899-02253.jpg,1086146,b948d57db89de725dadf04b56e376cd4ff007b2aed5b61bf11c1ad0646e45ef6,source_document_jpeg
41381_2421401696_0899-03357,41381_2421401696_0899-03357.jpg,1007459,519a1bf2dbdad6abcbd8db84a038c66adccd29bf96572fb7292272e0321fe92a,source_document_jpeg
41381_2421401757_0387-01270,41381_2421401757_0387-01270.jpg,721097,52bee4851a7952cbeab971b3281da15c18a55f3dde3b867705f6f19e380adbfe,source_document_jpeg
41381_2421401757_0387-04545,41381_2421401757_0387-04545.jpg,964611,c941913c6cc6d93e7545284ed848d0498a9beac674d56a8c709b8da8fbdd9330,source_document_jpeg
41381_2421401757_0388-00182,41381_2421401757_0388-00182.jpg,940938,2fd386646045b5b571cb69d10fb47dce914541c33fc0ec119d1346ed7ff45b25,source_document_jpeg
41381_2421401757_0388-02583,41381_2421401757_0388-02583.jpg,842781,93b431426a780d36f100ff0019b7aa126e2bd80588e9aa312e8470138d095e4c,source_document_jpeg
41381_2421401757_0393-00417,41381_2421401757_0393-00417.jpg,849280,a91433114929c184dc7581398f2ccdb44e90ad480ddf0733095c4d57b2c68de3,source_document_jpeg
41381_2421401757_0393-00834,41381_2421401757_0393-00834.jpg,1091875,c1797ffc86a301475d51175d7ba6fe7bba6847e8067f0194d6495c71b484db76,source_document_jpeg
41381_2421401757_0395-01128,41381_2421401757_0395-01128.jpg,1101903,b0f7c5e798d3521368d7774e7390ddf5464cf32d129e140758b2d27f6805720b,source_document_jpeg
41381_2421401757_0396-01900,41381_2421401757_0396-01900.jpg,839149,1db3cfa915a8b91ec880565f7dd139ed9a77ac51ab0d98170a7739c750bb0ca8,source_document_jpeg
41381_2421401757_0399-00107,41381_2421401757_0399-00107.jpg,671934,57a228869ab14e30aeb9dc748e41dcf79bd2ab3b3ccad9cf53a6a1b3aa4f543b,source_document_jpeg
41381_2421401757_0399-01500,41381_2421401757_0399-01500.jpg,1064693,3a04cf0d8872e7d3ce148fa55a9a8eb3dab8ae41ca3a08fcea14262c3504f22a,source_document_jpeg
41381_2421401757_0399-03864,41381_2421401757_0399-03864.jpg,966108,e5d77d60e7dac1c4cd7829ff1fde7b10e8039cff57c99b898e3bc090f3aa45d9,source_document_jpeg
41381_2421401757_0401-01184,41381_2421401757_0401-01184.jpg,941850,c9098da28396e68da4cc9d2fd9e836fac57150567081c3f755e9728d5dbac5f8,source_document_jpeg
